29_4cell_rep_1	29_4cell_rep_2	29_4cell_rep_3	29_blast_rep_1	29_blast_rep_2	29_blast_rep_3	29_gast_rep_1	29_gast_rep_2	29_gast_rep_3	29_larv_rep_1	29_larv_rep_2	29_larv_rep_3	33_4cell_rep_1	33_4cell_rep_2	33_4cell_rep_3	33_blast_rep_1	33_blast_rep_2	33_blast_rep_3	33_gast_rep_1	33_gast_rep_2	33_gast_rep_3	33_larv_rep_1	33_larv_rep_2	33_larv_rep_3	eggs_rep_1	eggs_rep_2	eggs_rep_3
TRINITY_DN10022_c0_g2	10.9166183764424	10.3727035233503	11.0853101570254	10.8464285240782	10.6766197689208	10.2549191699854	10.6381893031807	10.4777068501903	10.8469348582103	11.7236431748566	11.3950024955366	11.6891167031457	10.9090318009426	10.3472185804778	11.1615575415397	10.8112354281338	10.7680891740594	10.7891987878679	10.7611844407319	10.5386544082717	10.1866125671463	11.9381640937917	11.5371379332063	11.8773289096355	11.3186134862974	10.835259206225	11.2531065831012
TRINITY_DN10022_c1_g1	11.3646833651219	11.7068533881115	11.3030462786534	10.4461152855835	10.6353015619349	10.9068190727768	10.9008807912616	11.0433435556815	11.1546198822025	10.3356158962326	10.6859711059422	10.6527649251537	11.2414589996483	11.6586860476366	11.4529359551279	10.6011597280096	10.6374716774104	10.7363469119735	10.6990259022597	10.8805333417556	11.0456206492407	10.3132428707163	10.6702339545496	10.5672438380283	11.2267339185285	11.399557492968	11.4903591110043
TRINITY_DN100239_c0_g1	6.95518129460274	6.99642462404409	7.09591488919979	7.04308271118062	6.94152692783835	7.52685472074222	6.98410797463237	7.04060067422488	7.30870401436911	6.88684920699451	7.15634201864057	7.20262826321211	6.90297948533069	7.03699642103641	7.15716621539898	6.92978506708777	7.04442731335552	7.09445119735391	6.98719316298275	6.93843129449824	7.39392479432257	6.94500989379959	7.03219560152862	7.26168043303559	6.87046558424388	6.9204722786995	7.0582474636377
TRINITY_DN10023_c0_g1	9.85801766739586	10.8149147006912	10.0921633587516	9.55312138777433	9.84805476260487	9.62358738777071	10.0422163564704	9.86287679439827	9.78399354550631	10.9028692608107	10.7813975126694	10.7381328287832	9.59526856477612	10.8678653336046	10.1945347942273	9.28132432342546	9.67849540305679	8.99663247722516	10.5238761674348	10.3423453593827	10.272405940207	11.1069733883951	10.7823672939801	10.750959317614	9.0666251354659	10.1619647912159	9.74680770433167
TRINITY_DN100269_c0_g1	6.72801093974487	6.84744183139571	6.88424766702501	6.72801093974487	7.09487438050791	6.89205767578619	7.05629752326705	6.72801093974487	6.84912032134056	7.08026129279036	7.39749512869997	7.23712285225014	6.90188119821336	6.72801093974487	6.86332853149339	6.72801093974487	6.95055751079559	7.03597975709162	6.93841071508728	6.72801093974487	7.00019224600896	7.03270916103465	7.42500012678555	7.13573616999221	6.72801093974487	6.72801093974487	6.72801093974487
TRINITY_DN10026_c0_g1	8.99211278462896	9.54515850013354	10.3011398471994	9.37856548933812	9.22535749778772	9.00228208634462	9.8189512856475	10.0066480992636	9.77307895340066	9.63111914153529	9.63613419031761	9.67252741283711	9.17538363597536	9.68609288327514	10.2643048405022	9.36096280440434	9.60647236826261	9.50087965916318	9.98434364673913	10.1736688053352	9.76246133100707	9.39008830155704	9.74357523577855	9.47275282371665	8.80457044057748	9.28634385157592	10.0115159410781
TRINITY_DN10029_c0_g1	10.3865516967947	10.22564319792	9.23921938807859	9.14362974758536	8.94273184633534	8.99334021269703	9.21661013898704	9.12951703631011	9.17584921880854	9.52136769394418	9.47510308759062	9.44790121189282	10.4319064854863	10.2772788536627	9.62410969610232	9.00427863435321	9.05908397897674	8.51478884435786	9.24470774874075	9.19525078746956	9.50839458862401	9.44539498611544	9.15089060397439	9.35296438997059	10.5192921391229	10.0081602828619	9.64448437253998
TRINITY_DN1002_c0_g1	10.0879154706378	10.1751945336301	10.2395780688869	10.8642567871435	11.029274883689	10.7842946286992	11.1056689290745	11.2781353102975	10.943152683715	11.1342862648056	10.9468449401912	10.9131169350805	10.1140053835699	10.0857408080026	10.1274744492868	10.795868536803	11.1002065953467	10.6244251712457	11.2470833562846	11.2750324722228	11.1469179117975	11.11710194974	10.853407749327	10.8777014365279	10.3380103190682	10.3805655702511	10.3569189315074
TRINITY_DN100315_c0_g1	6.72801093974487	6.72801093974487	7.183844621525	6.72801093974487	7.06451654897078	6.89276734543592	6.98362676583222	6.86776040815585	6.97106864995056	6.95210330032269	6.72801093974487	7.11538616180382	6.72801093974487	6.85411509886137	7.08679141361227	6.92940297963352	6.9515444735936	7.00479680060988	6.87750152431377	6.98512351977119	7.00136747834282	7.06999281419359	6.96336453735968	7.11661859710323	6.72801093974487	6.72801093974487	7.18600350663761
TRINITY_DN10034_c0_g1	10.0388672826197	9.31264113873879	9.70571923133416	8.83905736156915	8.83418444800232	8.93017442462821	9.59128755732251	8.9577651988999	8.89911941184588	8.94622025929484	9.04847825238802	8.59466989873607	10.0799862635703	9.35541733215776	9.68730587552636	9.06358050993379	8.78107392130532	9.13757425760775	9.28734360950211	9.2330717255315	8.91229312403019	9.21006527739668	9.01133513255218	8.78484651252291	10.151657565816	9.34186385341161	9.58512007008356
TRINITY_DN100360_c0_g1	7.06950622780303	6.72801093974487	6.72801093974487	6.72801093974487	6.87958178138699	6.72801093974487	6.93792749113036	6.86850825803762	7.40290605614654	6.72801093974487	6.88046189731239	7.18415213735697	7.00537416933479	6.85479509487321	6.8646412493193	6.87124245471455	6.72801093974487	7.00631896291609	6.94045999959461	6.72801093974487	7.30792449914833	6.88205446911253	6.92126947187111	7.30825898294666	6.97542794329263	6.96446006581483	6.87913074256481
TRINITY_DN10039_c0_g1	9.40919676529178	9.5731808170948	9.59947288062999	9.509487042521	9.88462372236291	9.93183423486824	8.74256981225892	8.85950544921369	9.6782690798813	9.67426396728473	10.1763099181864	10.0163408477204	9.38313301576751	9.61756341437703	9.55429406970097	9.13572930683113	9.81078542932148	9.71784646469824	9.62467861071995	9.3157472551849	9.79996337198909	10.2309902812365	10.1788999262512	10.4299147067251	9.67846261166673	9.8719966302234	9.74397770885848
TRINITY_DN10040_c0_g1	10.2583198723241	10.3345597257183	9.24180528279219	9.8844664125018	10.402007301372	9.83396910250387	11.4692133812401	11.2861728359353	10.9836526247	10.7804438263671	10.5568925311891	10.7816707609446	10.2217396654043	10.3313724499364	9.45738529069241	9.76955808108324	10.2841703851389	9.51528151660346	11.0034684785504	11.4975302437835	11.1387544421055	10.5375175263876	10.7565676776804	10.7343158413534	10.5707503998549	10.5942768231184	10.0945043835039
TRINITY_DN100422_c0_g1	7.06875669835283	7.0676622083355	7.00040457843102	6.72801093974487	6.72801093974487	6.89328081692649	6.93746729675736	6.72801093974487	6.9718305622967	6.95281345427441	7.20706228638355	7.14001550179488	6.72801093974487	6.9068568797177	6.92074146874405	6.72801093974487	6.72801093974487	6.96858047539831	7.2003322928937	6.72801093974487	7.11521871728599	7.25773609298453	7.00052185485149	7.21339417938812	7.07669669955165	6.92071579399176	6.88806119746377
TRINITY_DN100430_c0_g1	6.72801093974487	6.72801093974487	6.72801093974487	6.72801093974487	6.87917882224013	6.89320550449818	6.72801093974487	6.9705234761062	7.02631417339111	6.95270915509899	7.48004770956467	6.86569723246328	6.72801093974487	6.72801093974487	6.72801093974487	7.01335911622106	6.72801093974487	6.96846659633143	7.06258109845384	7.0255641503784	6.86520648198061	6.88164658866669	7.71117456264847	7.04647564102627	6.87058230217065	6.96382850534252	6.72801093974487
TRINITY_DN100439_c0_g1	6.88808785160902	6.96720648079707	6.72801093974487	6.72801093974487	6.98835770289133	7.01247883121909	6.8754107347866	6.72801093974487	6.99911200919614	6.72801093974487	6.9419129103551	6.72801093974487	6.94137847654777	6.85384991519577	6.91973970986458	6.72801093974487	6.72801093974487	7.00420561359508	6.87718866932733	6.72801093974487	6.72801093974487	6.72801093974487	6.72801093974487	6.72801093974487	6.97354796335127	7.15540082943483	6.72801093974487
TRINITY_DN10043_c0_g1	9.19124839692608	9.6871589962622	9.4951073828452	9.38147672811139	8.91054109735771	8.76819865561605	8.42623882353391	7.99954396351771	8.24928610086827	8.30118650777718	7.79453174618862	7.94427149520094	9.30171542996296	9.67440232586124	9.3356369839968	9.14924727324976	8.86824882208838	8.67917424351106	8.63911172120493	8.03043241774555	8.3561555827087	8.31627249048373	7.69740605459454	8.10263735460753	8.79386078631346	9.24958536090231	8.89616064685816
TRINITY_DN100468_c0_g1	6.72801093974487	6.72801093974487	6.921012817751	7.68585978788083	7.68067875347333	7.44238644101459	7.11950854974836	7.30317125777602	6.97213926298988	6.72801093974487	6.72801093974487	6.96672214848101	6.72801093974487	6.72801093974487	7.08836446663286	7.50276730191648	7.86620398093391	7.14427440091929	6.72801093974487	7.1741290951122	6.72801093974487	6.99432364908885	6.86459053568306	6.91244382086465	6.72801093974487	6.72801093974487	6.99592192949781
TRINITY_DN1004_c1_g1	10.9876368872887	11.0255720739623	9.69105699292951	8.87362910492837	8.84286879273214	8.84554295145528	9.041723869424	8.79197353287703	8.79104432472472	8.71187513341785	8.78910687813472	8.92593923210999	10.9898260215241	10.9249812132872	10.0128933529884	9.09651018416812	8.71253733272462	8.67613355733645	8.76802570342155	8.64731071048736	8.78864044463123	8.73950872240343	8.78765896170879	8.89030240061159	11.2199920732955	11.5163702069902	10.1554180809011
TRINITY_DN100524_c0_g1	6.88940918742441	6.96916763218276	7.84456166560501	7.41256419297862	7.43278437730244	7.6642094872382	7.41875583425973	7.6041013611494	7.60562126394891	7.34149594812973	7.45240703196139	7.73259182419282	6.94315424767088	6.72801093974487	7.87429290224621	7.43783396605624	7.57326021414541	7.75026518908281	7.30690722315035	7.22160980712366	7.46168700736397	7.5194734082059	7.48142723387659	7.81874952091162	6.72801093974487	6.92129149051836	7.63832442581839
TRINITY_DN10053_c0_g1	11.0687974736993	11.2625586264052	10.1889836807265	11.8866178206994	11.6912925501033	11.8199849974277	11.1000925020845	10.8541847735953	10.8058457369921	11.5056870897288	11.5311405843566	11.3185917415345	11.0164506768437	11.1887107123218	10.374352790948	11.5097466662282	11.1392002592904	10.7347333853113	11.0352835187905	10.7929147936804	10.9139047016676	11.4597493274967	11.6273620652241	11.2879498612035	11.2764408060497	11.9018237334224	10.4211920427086
TRINITY_DN10055_c0_g1	8.91744927842607	8.53048663587066	9.4928038565591	9.83815791675949	9.13501168154749	9.27748816363201	9.80833229912041	9.51118297254996	9.50327086294582	10.0053160574788	9.69241246988365	9.76610474044097	8.85501265890463	8.55516747711006	9.27316835152574	9.48981918087464	9.28111226297012	8.80073860195248	10.0289509933179	9.70237605083085	9.74312122394367	9.92009352880478	9.6804715120578	9.77897068982229	8.54836413830697	7.79853543124853	8.40189169765636
TRINITY_DN10057_c0_g1	10.0778899457567	10.0017872641532	10.5655230506051	11.7072880244158	12.2246653619305	11.6660077251592	11.2721721011123	11.3427491557757	10.7463209294268	10.6214206421246	10.6012406532793	10.6201107518696	10.1319083676036	10.1213789948632	10.5641245679524	11.2174915305505	11.8819070468981	10.8561050830349	10.7123688838845	11.3376630857778	10.5505137996298	10.748936686652	10.6325006384378	10.5823156372954	9.75696921641487	9.46754070773099	10.1264039575107
TRINITY_DN100587_c0_g1	8.38990949913213	9.51823009961706	8.7330661688662	7.14624498188859	7.15595964975328	7.73072184110794	6.87672207672873	6.86870914851289	6.93999241185603	6.72801093974487	6.94381757147646	6.72801093974487	8.39344012516996	9.4381422886753	8.70366516054269	7.17993900466534	7.04601193215539	8.07438318405022	6.72801093974487	6.93946210431356	7.03556671848103	6.72801093974487	7.00150322244296	6.91287857143205	8.28452531875445	8.67134154303428	8.47810537125274
TRINITY_DN10058_c0_g1	9.79342335676668	10.14146418818	9.82620055258813	9.95422400564915	10.3779988995644	9.7339067759373	9.60255128571325	9.77768091044422	9.42012652626923	9.51880565117032	9.80193494987345	9.72966327955674	9.75497093908694	10.1307808466478	10.1460503884141	9.67124580194372	9.9643627850567	9.15641982557842	9.83398662615593	9.76532820568808	9.74652348188655	9.62162156133109	10.0136612209166	9.57441800369222	9.5325163012068	9.97531257236173	10.1243088793365
TRINITY_DN1005_c0_g1	10.9810342428078	11.1670828501918	11.1345245121644	10.8541198991175	10.4886680630846	10.8571018085577	10.8069566773693	11.0997319473494	10.9117979409195	10.1235795603909	10.3167997219628	10.1281351706539	11.0128544930963	11.1475326120174	10.9693403357765	10.8074993446703	10.935808101595	10.9558313759367	10.6743975154355	10.9190281977559	10.7488336864342	10.1889567647938	10.5566821752843	10.1805944694847	11.0259621465215	11.2095704954271	10.945392295722
TRINITY_DN100605_c0_g1	6.72801093974487	6.72801093974487	6.72801093974487	6.88565222660162	6.72801093974487	6.89294272688556	6.98390072801582	6.72801093974487	6.9001644680205	7.31802255538593	6.72801093974487	6.86547616538543	6.72801093974487	6.72801093974487	6.72801093974487	6.72801093974487	6.72801093974487	7.00510120104628	7.35819062028606	6.72801093974487	6.72801093974487	7.2110402307938	6.72801093974487	6.91182975190387	6.92922286581706	6.92031526176942	6.72801093974487
TRINITY_DN10060_c0_g1	9.38331984791703	9.53862223697943	9.23004996566742	8.62441358323228	8.70473613651435	8.88417707521552	8.70355006619071	8.96820514959738	8.92144940951236	8.73306254235251	8.67493106283056	8.95331218340385	9.22919736695068	9.60719418287676	9.27995969332932	8.72490152572541	9.13208373367451	8.84865560442277	8.84813371893472	9.10093609492968	8.92569486173345	8.7016450021095	9.12175397748172	8.76490279994978	8.90237503485162	9.34857305023971	8.61122220922721
TRINITY_DN10065_c0_g1	7.97163394712119	7.32763463160459	7.64113141274868	9.03635575057177	9.23656108614887	8.5175848336163	9.65803784973925	9.56040979524635	9.38244137894441	10.2769652472604	10.4078044035985	10.515484213409	7.84041769983815	7.30611476133802	7.56012548826762	9.0749636892596	9.02616396395245	8.15880065274427	10.0693454756958	9.48927533531057	9.88675013763698	10.2532607967727	10.3851220322214	10.457911860807	7.82884215251357	7.44477757451795	7.61361064834692
TRINITY_DN10066_c0_g1	10.6744376873601	10.868479678008	11.0006074389903	9.55075121190801	9.61321857585918	10.0450859039911	9.15574633606277	9.40130271207324	9.45471430604428	9.80603414587516	9.92006250562972	10.0692818815454	10.6289983573089	10.9242426740158	11.1474414688994	9.57584601804762	9.57526819678609	9.83748278864138	9.69632828423623	9.35539937490754	9.63347431104958	9.85887814614116	9.84828327648523	9.90982354102993	10.3578209226178	10.3902243153472	10.5653474957844
TRINITY_DN10068_c0_g1	9.9467666361059	9.60408868092849	9.4755172922764	9.02952661407883	8.56919106418889	9.07851617022552	9.00841766613053	9.02669413913597	8.92099143557493	9.02378411055905	9.24885948807462	8.97002293132447	9.88600481872205	9.60331042039206	9.74573557976791	9.081324358401	8.48869230674187	8.89883146871708	9.05438164178851	8.97584058975215	9.02054862832104	9.09891009756711	9.34556294712833	9.16116221085431	10.0522037277265	9.57234380842494	9.74398323938833
TRINITY_DN1006_c0_g1	11.4344728344394	12.0348092523461	11.14912325242	10.1409103418888	9.5236977558867	9.48861130204162	9.92799643204859	10.0656401750154	9.83943435341296	9.82847992609807	9.76606331401231	9.67441638258403	11.4671600571494	11.9669176336131	10.9918290835296	10.3035978950872	9.84375338795032	10.1726997766452	10.0189950980494	10.0970354642335	10.0626001344443	9.60764118459223	9.76156317139182	9.52789725511926	11.4454882842565	12.0572666999604	10.6810240294415
TRINITY_DN10070_c0_g1	9.94625406290221	8.34837556366293	9.16879227876774	9.28816296836669	9.22624846980002	9.1336264097846	9.41055256520434	9.50457946248214	9.50850072528751	9.71743969176202	9.51493198536672	9.72188187661991	9.96625314906597	8.39249130530596	8.91016837216466	9.26854234766405	9.19917383246367	9.11437296644306	9.48426351977066	9.48055015938537	9.51482318331642	9.50337841731248	9.35421172726504	9.49037274820815	10.0220916023568	8.17676470615826	9.08735875472419
TRINITY_DN10079_c0_g1	7.97101826771946	8.45746831416049	8.73430999384102	10.6207329580593	10.1007063129985	9.64461427268233	10.4035231545224	10.4101727940264	10.2049828728935	10.4022206337601	9.93171828726524	10.1845165791417	7.88301284916345	8.39289016270388	8.74770547263116	10.1476682252018	10.1073512652261	9.31595127168443	10.4161573639533	10.1918648616299	10.3256202197464	10.1298887253068	9.88754977685377	9.96303612960465	7.64041141971252	8.49992366934434	8.51719944754392
