baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
TRINITY_DN10014_c0_g1	338.428300623922	0.797588765215867	0.253159881145266	3.15053381131192	0.00162972391903799	0.0196379515937751
TRINITY_DN10055_c0_g1	486.272380158483	1.20490562823525	0.329111482232004	3.66108657183179	0.000251147871963484	0.00464903393630456
TRINITY_DN10066_c0_g1	930.060010479108	0.506806527825175	0.160924931720922	3.14933504961235	0.00163642460637955	0.019683004021168
TRINITY_DN10083_c0_g1	2204.87670108464	0.970142467181608	0.150362030847761	6.45204418769697	1.10351390132265e-10	1.7886345442048e-08
TRINITY_DN1010_c1_g1	5130.20797342631	-0.588774924098057	0.187714535859586	-3.13654412217961	0.00170951712023065	0.0203383213501071
TRINITY_DN10182_c0_g1	264.286566544234	-0.673091928920428	0.199830757824551	-3.36830994511563	0.000756305205282086	0.0110827480522648
TRINITY_DN10193_c0_g1	587.179381196718	-0.399706775328304	0.13950646795011	-2.86514870028282	0.00416813463285959	0.0376094211848858
TRINITY_DN102090_c0_g1	167.680558209129	19.5890185168413	5.3301439156788	3.67513876299278	0.000237720175596209	0.00444681015860359
TRINITY_DN10271_c0_g1	7595.35289920375	-1.07109145664256	0.276303416951916	-3.87650456320255	0.000105967823492411	0.00237908503722573
TRINITY_DN10276_c0_g1	296.938969338334	-2.76220647583638	0.863864267007114	-3.19750055805195	0.00138624143126543	0.0174505649525665
TRINITY_DN10278_c0_g1	442.973517625236	1.27637675003493	0.316227554552222	4.03626038168078	5.43099395146922e-05	0.00134974309986039
TRINITY_DN102_c0_g1	6437.39301584205	-0.710972867109966	0.214014389356076	-3.32207974075544	0.000893491554134629	0.0125798689046646
TRINITY_DN10309_c0_g1	1129.65316765132	0.433396222227913	0.131234592025871	3.30245414366416	0.000958427574261795	0.013281963144582
TRINITY_DN10317_c2_g1	881.243600716086	-0.617349976536969	0.219345028575416	-2.81451547156771	0.00488508261164756	0.0420788288991625
TRINITY_DN10319_c0_g1	6707.46509077985	1.32617641803943	0.218498851006301	6.06948920752533	1.28317714351935e-09	1.6398757129342e-07
TRINITY_DN10329_c0_g1	2178.05462971425	-0.721893916774404	0.11996460129334	-6.01755775446801	1.77068149131397e-09	2.18030123879469e-07
TRINITY_DN10340_c0_g1	417.925301684295	1.09155229534106	0.161825783256386	6.74523103411576	1.52783715001743e-11	2.82034493901135e-09
TRINITY_DN10344_c0_g1	631.470134525028	-0.618885744425252	0.176316379163812	-3.51008651244055	0.000447960921024839	0.00735951619448843
TRINITY_DN1037_c1_g1	2547.33620991908	1.13064122522892	0.146784400179957	7.70273424044217	1.33185168920591e-14	4.658326526641e-12
TRINITY_DN10382_c0_g1	892.182470162846	0.544452504305726	0.197572616911478	2.75570832039779	0.00585651970432415	0.0480191260889404
TRINITY_DN1038_c0_g1	19716.9274244414	-0.338688874019511	0.11555138571429	-2.93106717782638	0.00337799724249621	0.0325340299637805
TRINITY_DN10418_c0_g1	4042.75714196422	-0.548642209735691	0.180455222088696	-3.04032326349651	0.0023632434641035	0.025808956948843
TRINITY_DN104288_c0_g1	33.6498746610003	-5.44423093484565	1.07347815959957	-5.07158053115536	3.94525247435792e-07	2.21250424627389e-05
TRINITY_DN10441_c0_g1	415.799716105015	-0.522967338820266	0.185474964044785	-2.81961148510582	0.004808182549422	0.0415240768449433
TRINITY_DN1044_c0_g1	3838.0528468335	0.599334775126859	0.155691788936895	3.84949507754568	0.000118361562106825	0.00259594640587758
TRINITY_DN104779_c0_g1	2.77435025485889	-3.67393723734553	1.32076443424168	-2.78167487107944	0.00540791872715437	0.0453275923087318
TRINITY_DN10483_c0_g1	467.398735870219	0.517560959070578	0.153174377323678	3.37890036253846	0.000727763791499828	0.0107474539475825
TRINITY_DN10486_c0_g1	696.557317982592	1.1611437871131	0.224987104054817	5.16093485442703	2.4571968320139e-07	1.47110824749085e-05
TRINITY_DN10501_c0_g1	1206.63729420645	0.709865734185721	0.227657417704193	3.11813136309964	0.00182001663471117	0.0212191588525844
TRINITY_DN10515_c0_g1	1194.03823418659	0.702113360363036	0.11562226426874	6.0724754423691	1.25953365011279e-09	1.6252875479271e-07
TRINITY_DN10518_c0_g1	459.598666319625	0.63447588530824	0.230841371446076	2.74853628417492	0.00598620089244745	0.048841372659005
TRINITY_DN10528_c0_g1	969.347789798136	-0.418512130279611	0.129897244626047	-3.22187072931717	0.00127356581612052	0.0163545538763844
TRINITY_DN10540_c0_g1	675.02306235192	0.591958515955911	0.140107315124454	4.22503646886737	2.38902086580049e-05	0.000700937667270513
TRINITY_DN1054_c0_g1	4106.04308230178	1.08848607008259	0.170835170203047	6.3715572665094	1.87118396813959e-10	2.96647198820226e-08
TRINITY_DN10554_c0_g1	890.394853130675	-0.686647163695852	0.174236204088578	-3.94089831839297	8.11770335604031e-05	0.00189951400185091
TRINITY_DN10559_c1_g1	443.198098556943	-0.600974968203738	0.200590612510045	-2.99602738474933	0.00273521868897114	0.0281873383710109
TRINITY_DN10561_c0_g1	1021.97453451972	-0.448366725795449	0.112667542265694	-3.97955539615931	6.90442708128594e-05	0.00166545808234794
TRINITY_DN10578_c0_g1	1335.80266850451	0.773564628856897	0.21321964413781	3.62801763404557	0.000285605758003477	0.00513118922799499
TRINITY_DN10588_c0_g1	680.687767567306	1.1901865875947	0.340650289880027	3.49386635782366	0.000476079274264908	0.00768841996871798
TRINITY_DN105960_c0_g1	528.736489024088	1.16557516499995	0.197244353048564	5.90929548544782	3.43573933400264e-09	3.75749431194421e-07
